,Title,Date
94,"대기업 간 文대통령 ""고용 늘리지 못했다… 일자리는 결국 기업""",2018. 10. 5 (금)
95,"[이철민의 뉴스 저격] 브렉시트 6개월 앞(2019년 3월 29일, 영국의 EU 탈퇴)… 사람 이동은 막겠다는 영국, 어림없다는 EU",2018. 10. 5 (금)
96,"[社說] 文 대통령 ""기업이 일자리 만든다"" 이 당연한 말이 뉴스가 되니",2018. 10. 5 (금)
97,청년은 '알바 절벽',2018. 10. 4 (목)
98,[한마디] 생활 속 인성·예절 교육이 먼저다,2018. 10. 4 (목)
99,"김동연 ""9월 취업자수 마이너스 가능성… 가슴에 숯검댕""",2018. 10. 3 (수)
100,"투자 6개월째 감소는 IMF(1998년 외환위기)이후 처음… 경제, 늪 속으로",2018. 10. 3 (수)
101,[최재천의 자연과 문화] (490) 노인의 날,2018. 10. 2 (화)
102,금융사 올해 1100명 더 뽑는다,2018. 10. 2 (화)
103,수도권 취업자 수 7월부터 감소세로,2018. 10. 1 (월)
104,"대기업 매출 100조 늘었는데, 고용 4000명 감소한 까닭은",2018. 10. 1 (월)
105,[박정훈 칼럼] '남북'으로 '경제'를 덮을 순 없다,2018. 9. 28 (금)
106,"英총리 ""일하는 것이야말로 가난 벗어나는 최선의 방법""",2018. 9. 28 (금)
107,강원·충청·호남 연결 강호축… 새로운 국가발전 아젠다로,2018. 9. 28 (금)
108,"R&D 밸리 마곡, 中企·바이오까지 10만명 몰려든다",2018. 9. 27 (목)
109,"강남권 철도망, 서울 밖으로 뻗어 나간다",2018. 9. 27 (목)
110,최저임금 인상에 내년에만 실업급여 2500억 더 든다,2018. 9. 27 (목)
112,"성난 경기·인천 ""서울 집값 불났는데 왜 여기 물 퍼붓나""",2018. 9. 26 (수)
113,"與 ""평화 기대감 크더라"", 野 ""경제·집값 걱정 많더라""",2018. 9. 26 (수)
114,"철강처럼… 美, 한국車에 '무역법 232조' 들이댈수도",2018. 9. 26 (수)
115,"4차 산업혁명 시대, 창조적으로 파괴하고 끊임없이 변신하라",2018. 9. 21 (금)
116,2020년까지 모든 스마트 기기에 인공지능 적용,2018. 9. 21 (금)
118,"美·中·日 성장률은 그대로 유지 OECD, 한국은 2.7%로 대폭 하향",2018. 9. 21 (금)
119,정전 복구 위해 24시간 긴급출동… 국민 안전에 앞장,2018. 9. 20 (목)
120,"이재갑 ""최저임금 인상"" 옹호하자… 野 ""2012년엔 반대, 카멜레온""",2018. 9. 20 (목)
121,[사진] 아버지의 뒷모습,2018. 9. 20 (목)
122,"""2022년까지 도시가스 보급률 90% 이상으로… 일자리 5만개 만들 것""",2018. 9. 20 (목)
123,"""4차 산업혁명 이끌 인재 발굴""… 콘퍼런스 열어 직업교육 공유",2018. 9. 20 (목)
124,[Brief] 부산대·한국해양대 금융분야 전문인력 양성 외,2018. 9. 19 (수)
125,"""벤처에 10兆 투자땐 좋은 일자리 6만개 창출""",2018. 9. 19 (수)
126,[더 나은 미래] [진실의 방] 진정한 사회 혁신은 '비영리'로부터,2018. 9. 18 (화)
127,"[더 나은 미래] ""연대책임·과열 취재로 두 번 상처받는 수용자 가족… 韓·日 함께 해법 찾아요""",2018. 9. 18 (화)
128,[더 나은 미래] [인터뷰] 김진우 한국외대 교수에게 '공익위원회 방향성'을 묻다,2018. 9. 18 (화)
129,지지율 반토막 벽에 부딪힌 '마크롱 개혁',2018. 9. 18 (화)
130,"[더 나은 미래] 고단한 학생의 짐 나눠 드는 게 '장학', 한 인생 바꾸고 나라도 바꿀 수 있는 일",2018. 9. 18 (화)
131,"[더 나은 미래] 금융 소외계층 지원, 최고의 아이디어는?",2018. 9. 18 (화)
132,"[더 나은 미래] [Cover Story] 쏟아지는 일자리 정책, 외면받는 비영리단체",2018. 9. 18 (화)
133,"3단계, 2027년까지 2조2000억원 투입… 산업시설·특성화 대학 등 공공 편의시설 확충",2018. 9. 18 (화)
134,[朝鮮칼럼 The Column] 세금 주도 정부,2018. 9. 18 (화)
135,[社說] '일자리는 세금 아닌 기업이 만든다' 일깨운 쌍용車 복직,2018. 9. 17 (월)
136,"""국내 유일의 호텔카지노 관광 특성화 대학으로 성장시킬 것""",2018. 9. 17 (월)
137,"일자리 안정자금 지침, 8개월간 12번 바꿨다",2018. 9. 17 (월)
138,"벤처 ""병역특례 폐지땐 제2 엔씨소프트·카카오 못나와""",2018. 9. 17 (월)
139,송파구 '장하성 아파트'(아시아선수촌아파트) 경비원 숫자 유지키로,2018. 9. 17 (월)
140,[0.9명 쇼크] (5) 저출산 직접 관련 예산은 GDP의 1%대… 선진국은 3%대,2018. 9. 17 (월)
141,아웃소싱 서비스의 선두 주자… 해외에도 진출 나서,2018. 9. 17 (월)
142,"세계 물산업규모 800조원, 반도체·조선업보다 커",2018. 9. 14 (금)
143,"""소득주도성장은 1950년대나 쓸 정책… 지금은 자해행위""",2018. 9. 14 (금)
144,"하반기 감원 본격화… ""이대로면 9월엔 마이너스 고용 위기""",2018. 9. 13 (목)
145,"""工期 그대로인데 근로시간 줄이면… 이렇게 공사하다 사고 날까 겁난다""",2018. 9. 13 (목)
146,[플라자] 한국양명학회·소재노수신선생학술문화진흥회 국제학술회의 개최 외,2018. 9. 13 (목)
147,"野 ""50조 예산 허공에 태워버린 셈… 청와대 경제라인 경질해야""",2018. 9. 13 (목)
148,"[社說] 22조 4대강은 4차례 감사, 54조 일자리 예산 감사해야",2018. 9. 13 (목)
149,"국회 찾아간 박성택 ""최저임금·근로시간 유연하게""",2018. 9. 11 (화)
150,[社說] 대통령 바로 옆에서 이어지는 경고들이 의미하는 것,2018. 9. 11 (화)
151,[아르헨티나 경제파국 현장] 세금으로 늘린 공무원… 출근 않고 월급 타는 '유령 직원' 21만명,2018. 9. 11 (화)
152,[아르헨티나 경제파국 현장] 공무원 확 늘리고 통계조작… 그 정책의 비극,2018. 9. 11 (화)
154,"[社說] 실업 급여 5개월째 폭증, 무슨 전조인가",2018. 9. 10 (월)
155,"8월 구직급여(실업급여) 6158억원, 역대 최고",2018. 9. 10 (월)
156,전국 20개 단지 7800가구 행복주택 신청 서두르세요,2018. 9. 10 (월)
157,"일본은 건설노동자 원하고, 한국 취준생은 사무직 원해",2018. 9. 10 (월)
158,"무역전쟁 불똥 튄 애플… 트럼프 ""그럼 미국서 만들라""",2018. 9. 10 (월)
159,"[뉴스 TALK] ""현실과 정책 차이 크다"" 또 한마디 툭 던진 김동연",2018. 9. 7 (금)
160,"김관영(바른미래당 원내대표) ""판문점 선언 비준동의 협의할 것""",2018. 9. 7 (금)
161,[박정훈 칼럼] 김동연 부총리는 '굿캅(착한 경찰)'인가,2018. 9. 7 (금)
163,"[社說] 공공기관 지방 이전, 정치 논리로 하지 말라",2018. 9. 6 (목)
164,[기고] 청년 실업 줄이는 '先취업 後학습' 활성화하자,2018. 9. 6 (목)
165,"[양상훈 칼럼] '설마 공화국' 軍役 문란 사태, 일자리 예산 半모병제에 쓰자",2018. 9. 6 (목)
166,"경제위기 아르헨 ""정부부처 절반 축소""",2018. 9. 5 (수)
167,165개 브랜드 730명 신규 채용… 지역 경제에 일자리 창출 선물,2018. 9. 5 (수)
168,"[사진] 청년도, 중년도 ""일하고 싶어요""",2018. 9. 5 (수)
169,[社說] 폭우에 무너지는 태양광 나중엔 일자리도 무너질 것,2018. 9. 4 (화)
170,"""쇄국정책 대원군처럼 자기만 옳다 생각… 갈 데까지 가서 터질 것""",2018. 9. 4 (화)
171,"[社說] 생소한 '청와대 전원회의', 결과는 불통과 오기",2018. 9. 3 (월)
172,[社說] 10여년 안에 원전 인력 1만명 사라진다니,2018. 9. 3 (월)
173,"김동연 ""수출은 괜찮은데 일자리·소득분배가 나쁘다""",2018. 9. 3 (월)
174,[최보식이 만난 사람] 거리의 稅法 전문가… 김선택 한국납세자연맹 회장,2018. 9. 3 (월)
175,"[NEWS&VIEW] 文대통령, 2기 내각서도 ""강력하고 지속적인 적폐청산""",2018. 9. 3 (월)
176,장관 40%가 與 현역의원… '親文정치인' 더 짙어진 내각,2018. 8. 31 (금)
177,[독자 마당] 통계까지 정권 입맛대로 할 건가 외,2018. 8. 31 (금)
178,고용참사에… 30년 고용관료 출신 전격 투입,2018. 8. 31 (금)
179,[동서남북] 자영업자를 鬪士(투사)로 만든 文 정부,2018. 8. 31 (금)
181,"""일자리 창출이야말로 정부·지자체 최대 현안""",2018. 8. 31 (금)
182,"與강경파, 의총서 '銀産분리 완화'(IT기업, 인터넷전문은행 투자 허용) 가로막았다",2018. 8. 30 (목)
183,"""기술 없인 취업 못한다""… 특수大로 U턴하는 대졸자들",2018. 8. 30 (목)
184,창업 5년 이내 농식품기업에 최대 1.5%p 우대 금리,2018. 8. 30 (목)
185,[경제포커스] 1번 핀은 '킹핀(king pin)'이 아니다,2018. 8. 30 (목)
186,"3차 에너지 계획 수립 워킹그룹, 밑그림 공개",2018. 8. 30 (목)
187,[논설실의 뉴스 읽기] 안석배 논설위원이 만난 폐교된 한중대 현장의 목소리,2018. 8. 30 (목)
188,"공공기관 지금도 비대한데… 文대통령 ""일자리 만들라""",2018. 8. 30 (목)
189,"소득주도성장 방어, 내년 162兆(일자리·복지예산) 푼다",2018. 8. 29 (수)
190,"野 ""불통과 독선, 또 세금중독 예산… 재정 파탄날 것""",2018. 8. 29 (수)
191,청년 장병들 '미래' 위해 '취업 도우미'로 나섰다,2018. 8. 29 (수)
192,"청년사업 46건 추진 스타트업 타운 조성, 취업희망카드 등 청년 미래 키운다",2018. 8. 29 (수)
193,[동서남북] '선비들'이 권력을 잡을 때 생기는 일,2018. 8. 29 (수)
194,年7.3%씩 예산지출 확대해 일자리·복지 늘린다는 정부… 5년 쌓이는 재정적자 179兆,2018. 8. 29 (수)
195,[김창균 칼럼] 자해극으로 흘러가는 '소득주도 구하기',2018. 8. 29 (수)
196,[기고] 수요에 맞는 직업능력 개발해야 창의적 인재로 성장 가능,2018. 8. 29 (수)
197,"""정부가 최대 고용주""… 공무원 3만6000명(올 채용보다 9000명↑) 뽑고 3조8000억 투입",2018. 8. 29 (수)
200,청년정책 도시(대전)·스마트 시티(세종)·기업투자(충남) 최적지로… '한국의 중심'을 꿈꾼다,2018. 8. 29 (수)
201,"[더 나은 미래] 정부 요구 따라 실적 만들어야 하는 비효율적 구조 개선 시급 ""현장의 창의성·자율성 보장돼야 사회적경제 활성화""",2018. 8. 28 (화)
202,집에서 10분 이내에 체육센터… 생활형 SOC에 12조 투자,2018. 8. 28 (화)
203,[社說] SOC '적폐' 취급하더니 '생활 SOC'는 또 뭔가,2018. 8. 28 (화)
204,5인 미만 사업장 최저임금 근로자 절반만 '일자리 안정자금' 받았다,2018. 8. 28 (화)
205,"롯데, 스타트업 육성으로 사회적 채용 늘렸다",2018. 8. 28 (화)
206,[더 나은 미래] [알립니다] 청년 창·취업 코칭아카데미 개최,2018. 8. 28 (화)
207,"[팩트 체크] ① 靑은 ""취업자 늘었다""… 현실은 60분의 1토막(전년대비 7월 취업자 증가폭)",2018. 8. 27 (월)
208,[朝鮮칼럼 The Column] 정말 일자리를 만들고 싶은가?,2018. 8. 27 (월)
209,"文대통령 ""올바른 길"" 장하성 ""더 속도""… 소득주도성장 마이웨이",2018. 8. 27 (월)
210,[태평로] 1만원·52시간·81만개… '숫자 공약'의 폐해들,2018. 8. 27 (월)
211,[社說] 정부 독선·무능이 부른 양극화 10년 만 최악,2018. 8. 24 (금)
212,[社說] 정책 실패 뒷감당 전부 국민세금 '내년에도 사상 최대',2018. 8. 24 (금)
213,"""2022년까지 12대 운영… 차별화된 LCC로 동남아까지 취항할 것""",2018. 8. 24 (금)
214,[동서남북] 멀쩡한 경제를 重환자로 만든 文 정부,2018. 8. 24 (금)
215,"靑 자영업비서관 ""자영업 위기는 최저임금보다 대기업 진입이 원인""",2018. 8. 24 (금)
221,[양상훈 칼럼] '우리 이니 하고 싶은 거 다 했지요?',2018. 8. 23 (목)
222,"장하성 ""경제사령탑은 김동연… 소득성장은 수정 불가""",2018. 8. 23 (목)
223,"[社說] 50조 헛돈 모자라 또 세금 퍼붓기, 혈세를 눈먼 돈으로 안다",2018. 8. 23 (목)
224,[민선7기 기초단체장을 만나다] (6) 조길형 충주시장,2018. 8. 23 (목)
225,"靑 ""소득주도성장 수정 열려있다""… 몇시간 뒤 ""정책 변경 없다""",2018. 8. 22 (수)
226,"""최저임금 부작용""… 김동연의 작심 발언? 이미지 관리?",2018. 8. 22 (수)
227,어느새… 외국인 근로자 100만명,2018. 8. 22 (수)
228,[동서남북] 文 대통령이 밀쳐낸 사람들,2018. 8. 22 (수)
229,"野 ""대통령도 직을 걸어라… 경제 실정 청문회 열자""",2018. 8. 22 (수)
230,[社說] 일자리 만든다며 쓴 국민 세금 50조원 어디로 갔나,2018. 8. 22 (수)
231,"靑, 경제팀 교체않고 ""특단의 대책 세워라""",2018. 8. 21 (화)
232,농어업 취업자는 지난달 6만명 급증(전년비)… 정부도 갸우뚱,2018. 8. 21 (화)
233,"[社說] ""최저임금 인상 긍정 효과 90%"" 인식 그대로인 文 대통령",2018. 8. 21 (화)
234,[시론] 2030 국회의원 왜 3명뿐인가,2018. 8. 21 (화)
235,"급격한 최저임금 인상, 여성·취약 계층에 피해 집중",2018. 8. 21 (화)
239,[플라자] 이화여대 '2018 미래인사포럼' 개최 외,2018. 8. 21 (화)
240,[朝鮮칼럼 The Column] 정책이 '聖域'(성역) 되면 경제가 멍든다,2018. 8. 20 (월)
241,友軍 없는 김동연,2018. 8. 20 (월)
242,"장하성 ""정책(소득주도성장)소득 곧 효과"" vs 김동연 ""수정 검토""",2018. 8. 20 (월)
244,"게임업계, 저녁은 있는데… 내일 먹구름이 걱정된다",2018. 8. 20 (월)
247,"한국당 ""소득성장 폐기·장하성 경질하면 초당적 협력""",2018. 8. 20 (월)
248,[태평로] '권력 無오류'의 환상,2018. 8. 20 (월)
249,"트럼프가 자랑하는 ""흑인 실업률 최저"" 정말 사실인가?",2018. 8. 17 (금)
250,"국방부, 해안·강가 철책 170㎞ 걷어낸다",2018. 8. 17 (금)
251,[사진] 아산재단 창립 41주년 기념 심포지엄,2018. 8. 17 (금)
252,공무원 증원의 그늘… 인건비 무려 7조6000억 증가,2018. 8. 16 (목)
253,"[社說] 공무원·공기업 인건비 9조 증가, 국민 좋아진 건 뭔가",2018. 8. 16 (목)
254,"[社說] 월급 깎은 '주 52시간', 범법자 양산하는 '최저임금'",2018. 8. 15 (수)
255,"정상회담 날짜 못 잡은 靑 ""北, 9·9절 참석 요청 안해""",2018. 8. 15 (수)
256,"[태평로] '1964 박정희', '2018 문재인'",2018. 8. 14 (화)
257,"가족은 동남아, 나 홀로족은 일본 선호",2018. 8. 14 (화)
258,최저임금 때문에… 사장님도 알바도 '거짓 계약서' 씁니다,2018. 8. 14 (화)
259,"52시간 첫 월급날… 中企아빠 ""여보, 애들 학원비 어쩌지""",2018. 8. 14 (화)
260,"[社說] 모든 전망은 '경기 하락' 정부는 9개월째 ""회복세""",2018. 8. 13 (월)
261,[발언대] 지방에 사립 과학관 세워 창업 산실 만들자,2018. 8. 13 (월)
263,"[뉴스 TALK] ""또 39세냐""",2018. 8. 13 (월)
264,"""우린 입 없다""던 靑 참모들, 연일 앞다퉈 경제홍보",2018. 8. 10 (금)
265,"김동연 ""R&D에 내년 20조 투자… 건설예산 더 푼다""",2018. 8. 10 (금)
266,"삼성發 투자엔진, 3년 180조 푼다",2018. 8. 9 (목)
267,반도체 1등 굳히려 100兆… 4대 미래사업(AI·5G통신·바이오·차량용 전자장비)에 25兆 쓴다,2018. 8. 9 (목)
268,"이재용의 3대 키워드, 미래성장동력·일자리·상생",2018. 8. 9 (목)
269,4조 들여 중소기업과 상생… 3차 협력사까지 지원 확대,2018. 8. 9 (목)
270,"정부, 체육관·전기車충전소 등에 7조 투자",2018. 8. 9 (목)
272,"아르바이트생 86%, 최저임금 인상 걱정",2018. 8. 8 (수)
273,[민선7기 기초단체장을 만나다] (2) 강임준 군산시장,2018. 8. 8 (수)
274,"""김동연(경제부총리)이 경제 원톱에 서고… 장하성(靑정책실장)은 그림자 돼야""",2018. 8. 8 (수)
275,삼성의 희망사항 BTS(Bio 바이오 규제 완화·Time 탄력근무제 확대·Semiconductor 반도체 공장 송전탑)… 정부는 어떻게 처리할까,2018. 8. 8 (수)
276,"악화된 고용지표 쏙 빼고… 靑 ""경제 좋아진다"" 홍보전",2018. 8. 7 (화)
277,[社說] 혹시 했더니 역시로 끝난 경제부총리 삼성 공장 방문,2018. 8. 7 (화)
278,투자·관광객 러시… 잠들지 않는 여수,2018. 8. 7 (화)
279,"윤종원 경제수석 ""인터넷은행 銀産분리 규제 풀어야""",2018. 8. 7 (화)
280,金부총리 예정대로 이재용 만난다,2018. 8. 6 (월)
281,"코트라, 한국 청년 일본 취업 돕는다",2018. 8. 6 (월)
282,"새벽 인력시장, 섭씨 32도… 눈물같은 땀이 흘러내린다",2018. 8. 3 (금)
283,[민선 7기 지자체장에게 듣는다] (17·끝) 허태정 대전시장,2018. 8. 3 (금)
284,中企 해외이전 막겠다며 '中企 쇄국정책',2018. 8. 2 (목)
285,"국회 복지委, 범여권(민주·정의·평화당) 11명 전원이 '원격의료 반대·유보'",2018. 8. 2 (목)
286,"난민 반대 청원에… 靑 ""임정(臨政)도 난민 정부""",2018. 8. 2 (목)
287,"집값 잡다가… 年7만개 늘던 건설 일자리, 6000개(2분기 기준) 사라졌다",2018. 8. 2 (목)
288,"[社說] 18년 만의 설비투자 넉 달 연속 감소, 경제 이대로 흘러가나",2018. 8. 1 (수)
289,"[社說] 국민은 일자리 불황, 정권 내부는 '낙하산' 호황",2018. 8. 1 (수)
290,글로벌 호황 1년을 역주행한 '소득주도성장 실험',2018. 8. 1 (수)
291,[민선 7기 지자체장에게 듣는다] (16) 송하진 전북지사,2018. 8. 1 (수)
292,"정부 일자리 사업, 작년 17조 퍼붓고도… 6개월 내 절반도 취업 못했다",2018. 8. 1 (수)
293,"100조원 투자 등 '4대 패키지' 들고 이재용 부회장, 金 부총리 만날 듯",2018. 7. 31 (화)
294,[한마디] 노인에게 맞는 맞춤형 일자리 창출하자,2018. 7. 31 (화)
295,[八面鋒] 文 대통령 오늘부터 軍 시설서 여름휴가 외,2018. 7. 30 (월)
296,[민선 7기 지자체장에게 듣는다] (14) 김영록 전남지사,2018. 7. 30 (월)
297,공존 없는 기업은 '미래 생존'도 없다,2018. 7. 27 (금)
298,"文대통령, 자영업자·中企사장과 '깜짝 호프집 신문고'",2018. 7. 27 (금)
299,'청년 푸드트럭'에 유류비 1억 후원… 일자리 창출에 앞장,2018. 7. 27 (금)
300,금융·기술·의료 복지 지원… 2000여 협력사로 확대,2018. 7. 27 (금)
