,holiday,workingday,weather,temp,humidity,windspeed,year,month,day,hour,count
198,0,0,2,21.32,100,15.327906827563703,0,5,15,0,39
199,0,0,2,21.32,100,14.389234931433428,0,5,15,3,32
200,0,0,2,21.32,100,13.818172279052364,0,5,15,4,13
201,0,0,1,22.14,88,15.516212068407855,0,5,15,20,191
202,0,0,1,22.14,88,14.283932598805306,0,5,15,21,151
203,0,0,1,22.96,83,15.309633747144055,0,5,15,22,117
204,0,1,1,26.24,57,14.007779290662777,0,5,16,11,185
205,0,1,1,27.88,51,14.197012353812209,0,5,16,13,214
206,0,1,1,27.88,51,16.427348696535553,0,5,16,14,193
207,0,1,1,29.52,51,14.953783242179004,0,5,16,15,165
208,0,1,1,23.78,83,15.583113396171875,0,5,16,20,198
209,0,1,1,23.78,83,13.31819734743716,0,5,16,21,177
210,0,1,2,22.96,88,14.840342873463989,0,5,17,0,31
211,0,1,3,22.96,88,14.920801772025774,0,5,17,1,13
212,0,1,3,22.96,88,15.234411641051542,0,5,17,2,8
213,0,1,1,21.32,88,13.532778869284426,0,5,18,21,85
214,0,1,1,21.32,83,12.224110334446763,0,5,18,22,117
215,0,1,1,20.5,94,13.574283615640752,0,5,19,1,6
216,0,1,1,20.5,94,14.62358378679514,0,5,19,2,15
217,0,1,1,19.68,100,15.021333453315798,0,5,19,3,4
218,0,1,1,19.68,94,14.455773470220281,0,5,19,4,5
219,0,1,1,19.68,94,14.364171769192566,0,5,19,5,26
220,0,1,2,20.5,94,13.07227565253386,0,5,19,6,103
221,0,1,2,20.5,100,13.852632208943403,0,5,19,7,257
222,0,1,2,21.32,88,14.714444899189736,0,5,19,8,487
223,0,1,2,22.14,83,13.864468819001255,0,5,19,10,130
224,0,1,1,19.68,94,14.002675999448037,0,5,19,23,72
225,0,1,1,35.26,53,14.274809541761124,0,6,1,12,169
226,0,1,1,28.7,39,16.399154746207778,0,6,2,2,6
227,0,1,1,25.42,35,13.098654029148022,0,6,3,22,171
228,0,0,1,22.96,52,14.294450240756069,0,6,4,0,93
229,0,0,1,20.5,64,15.395225386188772,0,6,4,5,8
230,0,0,1,22.14,60,13.128713893999247,0,6,4,6,28
231,0,0,1,22.96,56,14.680865661277346,0,6,4,7,87
232,0,0,2,26.24,57,13.478324996210103,0,6,4,23,150
233,0,0,1,28.7,54,13.806976367477827,0,6,5,15,417
234,0,0,1,30.34,51,13.890001496890989,0,6,5,17,390
235,0,1,1,23.78,88,13.746412520654172,0,6,6,3,5
236,0,1,1,23.78,88,13.833818823800831,0,6,6,6,112
237,0,1,1,31.98,35,14.464493414181614,0,6,6,13,180
238,0,1,1,27.06,78,14.972532403941972,0,6,8,1,23
239,0,1,1,25.42,83,14.54255464838966,0,6,8,4,6
240,0,1,1,25.42,88,16.14499746804634,0,6,8,5,21
241,0,1,1,36.9,42,14.242297990209005,0,6,8,13,136
242,0,1,2,28.7,84,14.802293630817354,0,6,9,5,20
243,0,1,1,34.44,49,12.904204997234537,0,6,9,9,168
244,0,1,3,31.16,52,15.76592008004173,0,6,9,21,171
245,0,1,1,31.16,55,15.413867872126287,0,6,10,9,213
246,0,1,1,31.98,52,14.944253814878488,0,6,10,10,111
247,0,1,1,33.62,46,15.034677421957875,0,6,10,11,153
248,0,1,1,35.26,39,14.904207139309223,0,6,10,14,165
249,0,0,1,28.7,74,14.364043002042063,0,6,12,8,92
250,0,0,1,29.52,66,14.37859681186397,0,6,12,9,182
251,0,0,1,33.62,46,14.110646332779398,0,6,12,12,420
252,0,1,1,28.7,37,14.79658951358097,0,6,13,13,227
253,0,1,1,24.6,49,16.325527195959197,0,6,15,9,207
254,0,1,1,27.88,36,14.083425548315304,0,6,15,11,164
255,0,1,1,30.34,28,14.905143175669236,0,6,15,14,178
256,0,1,1,31.16,27,15.82620759572332,0,6,15,15,164
257,0,1,1,25.42,53,15.733748513738483,0,6,15,23,107
258,0,1,1,23.78,60,14.547310406300758,0,6,16,1,17
259,0,1,1,22.14,100,14.156628618482399,0,6,17,5,13
260,0,1,1,22.96,94,15.335477976453845,0,6,17,6,97
261,0,1,1,24.6,83,13.88093112626443,0,6,17,7,250
262,0,1,2,24.6,83,15.322376743139143,0,6,17,8,454
263,0,0,1,24.6,88,12.477831667735792,0,6,18,2,53
264,0,0,1,25.42,83,14.75040710449291,0,6,18,5,7
265,0,0,1,31.16,55,13.079627647456018,0,6,18,13,327
266,0,0,2,29.52,62,14.475584397298615,0,6,18,23,150
267,0,0,1,28.7,65,15.199959332602685,0,6,19,0,89
268,0,0,2,27.06,78,17.213682665952145,0,6,19,5,19
269,0,0,2,30.34,51,14.695420608293658,0,6,19,13,363
270,0,0,2,31.16,48,12.57167338642031,0,6,19,16,378
271,0,0,1,30.34,51,13.425620655223668,0,6,19,17,397
272,0,1,1,27.06,50,14.335641160669532,0,7,1,0,68
273,0,1,1,27.06,50,14.076724496420294,0,7,1,1,31
274,0,1,1,25.42,69,15.685873945301225,0,7,1,2,13
275,0,1,1,26.24,53,12.586116527103696,0,7,1,3,11
276,0,1,1,25.42,57,13.588380690762822,0,7,1,4,6
277,0,1,1,32.8,26,14.123661169272713,0,7,1,11,214
278,0,1,1,32.8,26,15.397446942878055,0,7,1,12,263
279,0,1,1,32.8,24,16.665054276269046,0,7,1,13,292
280,0,1,1,33.62,17,14.60296744784114,0,7,1,16,427
281,0,1,1,28.7,42,14.87963208987292,0,7,1,22,222
282,0,0,1,27.06,54,13.942508788574429,0,7,2,1,78
283,0,0,1,26.24,53,14.725463377780782,0,7,2,2,52
284,0,0,1,26.24,53,14.582505701851753,0,7,2,3,26
285,0,0,1,25.42,61,16.053034295713815,0,7,2,4,11
286,0,0,1,26.24,65,14.385295300767586,0,7,2,7,45
287,0,0,1,27.88,57,15.533139102072433,0,7,2,8,132
288,0,0,1,32.8,36,15.875859955681186,0,7,2,10,271
289,0,0,1,34.44,20,13.713245230020275,0,7,2,14,392
290,0,0,3,27.06,83,13.959459017923423,0,7,3,20,176
291,1,0,1,26.24,83,16.155710447623516,0,7,4,2,63
292,1,0,1,26.24,78,15.669666002473587,0,7,4,3,26
293,1,0,2,31.98,52,15.526523424025513,0,7,4,12,447
294,1,0,2,31.98,49,14.153141697310268,0,7,4,13,423
295,1,0,1,32.8,46,13.779301102147576,0,7,4,14,408
296,1,0,1,33.62,41,13.682240233562172,0,7,4,16,452
297,1,0,1,32.8,46,15.104756911052409,0,7,4,17,436
298,0,1,1,27.06,69,16.123647739721193,0,7,5,5,20
299,0,1,1,33.62,43,13.799660478541588,0,7,5,15,162
300,0,1,1,28.7,79,14.37393983700392,0,7,6,3,6
301,0,1,2,29.52,79,13.842300239390855,0,7,6,7,312
302,0,1,2,29.52,74,14.453600490629595,0,7,6,11,127
303,0,1,1,31.98,62,14.302884839677027,0,7,7,10,101
304,0,1,1,34.44,41,15.11595156732586,0,7,7,12,171
305,0,1,1,35.26,41,13.829279217115698,0,7,7,13,155
306,0,1,1,29.52,66,14.76663835782612,0,7,7,23,129
307,0,1,1,29.52,79,13.580394349798434,0,7,8,1,34
308,0,0,1,33.62,38,13.742563792115101,0,7,9,16,416
309,0,0,1,34.44,32,13.663780599815162,0,7,9,17,401
310,0,0,1,27.06,74,13.878998879116093,0,7,10,5,17
311,0,0,1,29.52,66,14.771938548093871,0,7,10,8,92
312,0,1,2,28.7,79,15.393976157521559,0,7,12,3,8
313,0,1,1,31.98,52,15.213986368159224,0,7,12,23,79
314,0,1,1,31.16,62,14.069892128442687,0,7,13,0,46
315,0,1,1,31.16,55,14.695897574430068,0,7,13,1,12
316,0,1,1,31.16,55,14.4794307664802,0,7,13,2,5
317,0,1,2,27.06,89,15.042453729428665,0,7,13,16,141
318,0,1,1,28.7,79,13.647060918703945,0,7,13,17,488
319,0,1,1,33.62,59,14.408215077037616,0,7,19,11,127
320,0,1,1,32.8,66,14.379415896928164,0,7,19,17,513
321,0,1,1,30.34,74,14.730492388809825,0,7,19,22,156
322,0,1,1,30.34,62,13.51666421488049,0,8,1,7,282
323,0,1,1,33.62,41,13.78608471545007,0,8,1,9,166
324,0,1,1,36.9,27,15.43941212079413,0,8,1,15,129
325,0,1,1,36.9,27,14.81776378645448,0,8,1,16,231
326,0,1,1,27.06,74,16.903732957373542,0,8,2,0,29
327,0,1,1,27.88,69,15.592963346405512,0,8,2,2,8
328,0,1,3,27.88,79,15.07791543784076,0,8,3,16,150
329,0,1,2,28.7,79,14.440655359388563,0,8,3,17,425
330,0,1,3,28.7,84,17.39320495283602,0,8,3,18,492
331,0,1,3,28.7,84,13.631096161949499,0,8,3,19,321
332,0,1,2,27.88,89,14.905027957411814,0,8,4,4,7
333,0,1,2,27.88,89,12.622632903010834,0,8,4,5,20
334,0,1,1,31.16,58,13.213538678919264,0,8,4,13,205
335,0,1,1,27.06,69,14.994216233199392,0,8,5,2,19
336,0,0,1,33.62,63,14.704963525727788,0,8,7,11,269
337,0,1,1,27.06,89,13.713637014368913,0,8,8,2,7
338,0,1,1,27.06,89,13.221277415478179,0,8,8,3,1
339,0,1,1,32.8,55,14.769509650247997,0,8,8,20,286
340,0,1,1,29.52,66,12.303286799834794,0,8,9,1,14
341,0,1,1,29.52,70,14.131096762218961,0,8,9,2,12
342,0,1,1,29.52,62,14.5338612042519,0,8,9,3,3
343,0,1,1,28.7,74,15.568958428733245,0,8,9,4,7
344,0,1,1,29.52,64,13.636758165289582,0,8,9,6,101
345,0,1,1,30.34,66,14.512332662314527,0,8,9,8,392
346,0,1,1,27.88,61,13.517709571793693,0,8,10,6,119
347,0,1,1,30.34,37,13.880386869011355,0,8,10,22,139
348,0,1,1,32.8,29,14.969644076388564,0,8,11,14,142
349,0,1,1,28.7,48,16.48536692131132,0,8,11,22,157
350,0,1,1,31.16,29,14.660193162359155,0,8,12,11,156
351,0,1,1,32.8,27,14.359597685534077,0,8,12,12,222
352,0,1,1,33.62,28,13.485256959021077,0,8,12,16,334
353,0,1,1,33.62,26,13.682206855847681,0,8,12,17,516
354,0,1,1,27.88,51,13.622173093704209,0,8,12,22,231
355,0,1,1,27.88,51,14.682467886970473,0,8,12,23,151
356,0,0,1,27.88,57,16.307827660044737,0,8,13,2,74
357,0,0,3,24.6,83,15.277515869911479,0,8,14,23,27
358,0,1,2,24.6,83,14.009845858431456,0,8,15,2,3
359,0,1,1,28.7,65,14.689539540844468,0,8,15,19,397
360,0,1,1,30.34,51,13.7173912528352,0,8,16,20,280
361,0,1,1,29.52,54,14.61381543641094,0,8,16,21,215
362,0,1,1,28.7,61,14.988051543861433,0,8,16,22,152
363,0,1,1,27.06,69,14.13484146561082,0,8,17,2,6
364,0,1,1,26.24,78,14.337563564184828,0,8,17,3,5
365,0,1,1,26.24,73,15.015177879165204,0,8,17,4,5
366,0,1,1,26.24,73,13.305520706205998,0,8,17,5,28
367,0,1,1,25.42,78,14.146474353169157,0,8,17,6,105
368,0,1,2,27.88,79,14.572286164354308,0,8,18,21,149
369,0,1,3,26.24,89,12.124422948569485,0,8,19,1,20
370,0,1,3,26.24,83,16.776348470039167,0,8,19,2,8
371,0,1,1,26.24,78,14.51782332403313,0,8,19,3,3
372,0,1,1,26.24,83,14.62435064929654,0,8,19,4,8
373,0,1,1,26.24,83,14.071902085276061,0,8,19,5,17
374,0,1,1,26.24,83,14.289132717919689,0,8,19,6,93
375,0,1,2,27.06,83,13.518376315548084,0,8,19,8,398
376,0,1,1,32.8,49,14.738659633180978,0,8,19,16,327
377,0,1,1,24.6,78,15.291011276203454,0,9,1,6,105
378,0,1,1,24.6,78,16.15574644475905,0,9,1,7,342
379,0,1,1,26.24,73,15.878539268340663,0,9,2,20,196
380,0,1,3,24.6,94,14.568488245834427,0,9,7,11,10
381,0,1,3,22.96,94,12.98629042183001,0,9,7,12,22
382,0,1,3,24.6,88,15.515844968289787,0,9,7,13,11
383,0,1,3,24.6,93,13.690172802334029,0,9,7,14,25
384,0,1,1,26.24,89,13.634637050651532,0,9,7,16,144
385,0,1,3,26.24,89,15.126943467524283,0,9,7,17,285
386,0,1,3,26.24,89,15.800403756494015,0,9,7,18,237
387,0,1,2,26.24,89,13.879423032709052,0,9,7,19,226
388,0,1,3,25.42,94,16.16151420143961,0,9,8,3,2
389,0,1,2,25.42,100,14.918338064646415,0,9,9,10,29
390,0,1,2,25.42,94,14.178787364627004,0,9,9,11,72
391,0,1,1,26.24,94,16.45631687174488,0,9,9,12,75
392,0,1,1,30.34,66,14.443267485207198,0,9,9,15,188
393,0,1,1,27.06,89,14.700612000277784,0,9,9,21,203
394,0,1,1,25.42,94,12.97476057903565,0,9,9,22,160
395,0,0,1,25.42,94,13.934313967304293,0,9,10,0,116
396,0,0,2,25.42,94,16.056371903843615,0,9,10,1,83
397,0,0,1,26.24,78,14.93320073446981,0,9,10,22,175
398,0,0,2,25.42,88,13.366157866317685,0,9,10,23,139
399,0,0,1,25.42,88,13.642002848059679,0,9,11,0,108
400,0,0,2,25.42,88,14.962892707223254,0,9,11,1,88
401,0,0,1,24.6,88,14.336388238812363,0,9,11,7,37
402,0,0,1,26.24,78,13.594666528864032,0,9,11,8,94
403,0,0,1,27.06,74,12.950837511428109,0,9,11,9,227
404,0,0,1,28.7,65,16.09831052924292,0,9,11,10,334
405,0,0,1,28.7,65,12.789082347954613,0,9,11,11,402
406,0,0,1,28.7,65,14.340824573376961,0,9,11,12,411
407,0,0,1,26.24,69,13.67576550887286,0,9,11,21,159
408,0,1,1,22.96,88,14.43479707187996,0,9,12,1,12
409,0,1,1,22.96,88,14.191574902475198,0,9,12,2,2
410,0,1,1,22.96,83,14.543800027549024,0,9,12,5,24
411,0,1,1,22.96,83,14.459096441815547,0,9,12,6,109
412,0,1,1,23.78,83,15.142006825413478,0,9,12,7,312
413,0,1,1,26.24,69,12.888428077665422,0,9,12,9,176
414,0,1,1,29.52,48,15.16299089272629,0,9,12,16,298
415,0,1,1,27.06,65,14.38846570418823,0,9,12,20,299
416,0,1,1,24.6,78,15.35065379083067,0,9,13,2,2
417,0,1,1,23.78,83,14.932504943786592,0,9,13,3,4
418,0,1,1,22.96,88,16.035716395354058,0,9,13,4,8
419,0,1,1,22.96,88,13.377488452602071,0,9,13,5,20
420,0,1,1,24.6,83,14.786145280949738,0,9,14,2,5
421,0,1,1,24.6,78,14.452003145331977,0,9,15,5,31
422,0,1,2,21.32,45,15.225001225150702,0,9,16,12,251
423,0,1,2,22.14,42,15.90384418223262,0,9,16,13,223
424,0,1,2,20.5,55,15.383405868715768,0,9,16,20,225
425,0,1,2,20.5,63,14.643284930103901,0,9,16,21,163
426,0,1,1,20.5,59,14.082187045540225,0,9,16,23,126
427,0,1,2,24.6,60,15.851711174812992,0,9,19,13,177
428,0,1,1,14.76,81,15.147395871116773,0,10,3,3,7
429,0,1,2,14.76,71,15.418441616537269,0,10,3,6,94
430,0,1,3,16.4,76,13.866938224374763,0,10,3,14,120
431,0,1,3,16.4,76,13.787516881836915,0,10,3,15,101
432,0,1,1,16.4,76,15.029055340677205,0,10,3,19,315
433,0,1,3,16.4,82,15.613232436571906,0,10,3,20,204
434,0,1,2,16.4,82,13.612539200000597,0,10,3,21,138
